,Words,Frequency,Tags
3566,sprayin',1,NN
3567,'im,1,POS
3568,child,1,NN
3569,freezing,1,VBG
3570,deceiving,1,NN
3571,may,1,MD
3572,wheezing,1,VB
3573,bleeding,1,VBG
3574,anxious,1,JJ
3575,moons,1,NNS
3576,attack,1,VBP
3577,swim,1,JJ
3578,inhale,1,JJ
3579,exhale,1,NN
3580,speeds,1,NNS
3581,thrill,1,VBP
3582,laps,1,NNS
3583,reebook,1,VB
3584,estilista,1,JJ
3585,guay,1,NN
3586,niego,1,NN
3587,porque,1,NN
3588,hay,1,NN
3589,ve,1,NN
3590,pregunta,1,NN
3591,na',1,JJ
3592,perdí,1,NN
3593,tengo,1,NN
3594,claro,1,NN
3595,canelo,1,NN
3596,nada,1,JJ
3597,asusta,1,NN
3598,vivo,1,NN
3599,base,1,NN
3600,paz,1,NN
3601,tumban,1,NN
3602,hakuna,1,NN
3603,matata,1,NN
3604,timón,1,NN
3605,pumba,1,NN
3606,leyenda,1,NN
3607,así,1,JJ
3608,dale,1,NN
3609,zumba,1,NN
3610,dejo,1,NN
3611,ciego',1,NN
3612,vibra,1,NN
3613,alumbra,1,NN
3614,tumba,1,NN
3615,nosotros,1,JJ
3616,rumba,1,NN
3617,ra,1,NN
3618,rebels,1,NNS
3619,waka,1,VBP
3620,scenario,1,NN
3621,merry,1,NN
3622,rooftop,1,VB
3623,pedestal,1,JJ
3624,medical,1,JJ
3625,hahaha!,1,NN
3626,rebel,1,NN
3627,improved,1,VBD
3628,buildin',1,JJ
3629,legos,1,JJ
3630,therapist,1,NN
3631,movin's,1,NN
3632,narrative,1,JJ
3633,earned,1,VBN
3634,"""you",1,JJ
3635,"lay""",1,JJ
3636,buckets,1,NNS
3637,talked,1,VBD
3638,youngest,1,JJS
3639,loot,1,NN
3640,boom,1,NN
3641,ptsd,1,NN
3642,waking',1,NN
3643,sweats,1,NNS
3644,suburban,1,VBP
3645,detergent,1,NN
3646,jersey,1,NN
3647,flipped,1,VBD
3648,lopsided,1,JJ
3649,rebound,1,NN
3650,dennis,1,NN
3651,fooled,1,VBD
3652,horsepower,1,JJR
3653,yard,1,NN
3654,dogs'll,1,NN
3655,chin,1,NN
3656,suv,1,NN
3657,refugees,1,NNS
3658,block's,1,VBP
3659,thirty-thousand,1,JJ
3660,wan't,1,NN
3661,on锛孻ou,1,VBD
3662,degree,1,JJ
3663,chef's,1,NN
3664,mwah,1,NN
3665,bon,1,NN
3666,appétit,1,NN
3667,account,1,NN
3668,match,1,NN
3669,uhh,1,NN
3670,gaggin',1,NN
3671,"movie""",1,NN
3672,"key""",1,NN
3673,bled,1,VBD
3674,tunechi,1,JJ
3675,mood,1,NN
3676,tik,1,NN
3677,tok,1,NN
3678,here's,1,NN
3679,ivy,1,NN
3680,write,1,JJ
3681,argue,1,JJ
3682,leader,1,NN
3683,two-seater,1,JJ
3684,tina,1,NN
3685,yeahh,1,NN
3686,beyoncé,1,NN
3687,"""damn",1,NNP
3688,dl,1,NN
3689,fatty,1,RB
3690,messin',1,JJ
3691,"boo""",1,NN
3692,says,1,VBZ
3693,cameras,1,NNS
3694,comparison,1,NN
3695,scammers,1,NNS
3696,woodgrain,1,VBP
3697,curves,1,NNS
3698,"""brrr""",1,VBP
3699,brrr,1,JJ
3700,cross-word,1,JJ
3701,woahh,1,NN
3702,mopped,1,VBD
3703,i-,1,JJ
3704,h-town,1,JJ
3705,doja,1,NN
3706,everytime,1,NN
3707,boring,1,VBG
3708,naomi,1,JJ
3709,cassie,1,NN
3710,lauren,1,NNS
3711,weezy,1,VBP
3712,foxy,1,JJ
3713,lauryn,1,NN
3714,ram,1,NN
3715,gordon,1,NN
3716,fallin,1,VBD
3717,ass-shots,1,JJ
3718,cheeky,1,NN
3719,keke,1,NN
3720,gepetto对gepetto,1,NN
3721,where's,1,NN
3722,stiletto,1,NN
3723,jordan,1,NN
3724,retros,1,NN
3725,bi,1,NN
3726,hetero,1,NN
3727,cookie,1,NN
3728,felony,1,NN
3729,speeling,1,VBG
3730,impressed,1,JJ
3731,zip,1,NN
3732,steal,1,NN
3733,pushin,1,IN
3734,beating,1,VBG
3735,bush,1,JJ
3736,hating,1,NN
3737,committed,1,VBN
3738,realer,1,JJ
3739,body-ody,1,JJ
3740,net,1,JJ
3741,gross,1,JJ
3742,fillers,1,NNS
3743,silicone,1,VBP
3744,mille,1,JJ
3745,tick,1,NN
3746,film,1,NN
3747,dotta,1,NN
3748,o'clock,1,NN
3749,clocked,1,VBD
3750,pure-cut,1,JJ
3751,drill,1,NN
3752,ladies,1,NNS
3753,coronavirus,1,VBP
3754,bandos,1,JJ
3755,choos,1,NN
3756,solitaries,1,NNS
3757,group,1,NN
3758,watches,1,NNS
3759,naked,1,VBD
3760,radical,1,JJ
3761,decisions,1,NNS
3762,dogs,1,NNS
3763,hungry,1,JJ
3764,tend,1,VBP
3765,stiff,1,JJ
3766,youngin',1,NN
3767,rules,1,NNS
3768,sipping,1,VBG
3769,lamborgini,1,NN
3770,juicy,1,NN
3771,grippin',1,NN
3772,psychiatrist,1,NN
3773,narcotics,1,NNS
3774,humpin',1,VBP
3775,limp,1,JJ
3776,drops,1,NNS
3777,twinsies,1,NNS
3778,hugh,1,VBP
3779,hefner,1,NN
3780,zoo,1,NN
3781,twinkle,1,NN
3782,jacuzzi,1,NN
3783,max,1,NN
3784,havin,1,NN
3785,strike,1,NN
3786,sun's,1,NN
3787,world's,1,NN
3788,endin,1,NN
3789,wantin',1,NN
3790,ced,1,VBD
3791,n,1,JJ
3792,millionaire,1,NN
3793,babies,1,NNS
3794,’bout,1,IN
3795,oversea,1,NN
3796,moshpits,1,NNS
3797,office,1,NN
3798,dolla,1,NN
3799,spar,1,NN
3800,legit,1,NN
3801,robbed,1,VBD
3802,eviction,1,NN
3803,houses,1,NNS
3804,muhin',1,VBP
3805,dominique,1,JJ
3806,inch,1,NN
3807,mile,1,RB
3808,technical,1,JJ
3809,squat,1,NN
3810,bottles,1,NNS
3811,followed,1,VBD
3812,breathin',1,JJ
3813,"can't""",1,JJ
3814,rat,1,NN
3815,peep,1,JJ
3816,moves,1,NNS
3817,fourty,1,VBP
3818,fakin',1,JJ
3819,forty-two,1,JJ
3820,skraight,1,NN
3821,harrassin',1,NN
3822,doubted,1,VBD
3823,handlin',1,NN
3824,vouch,1,JJ
3825,wit,1,NN
3826,"""stop",1,NNP
3827,"breathin'""",1,NN
3828,speakin',1,NN
3829,'ventador,1,POS
3830,raps,1,NNS
3831,coupes,1,VBZ
3832,digits,1,NNS
3833,savin',1,VBP
3834,fear,1,JJ
3835,endin',1,IN
3836,despite,1,IN
3837,challenge,1,NN
3838,difficult,1,JJ
3839,somedays,1,NNS
3840,works,1,VBZ
3841,gravity,1,NN
3842,grounded,1,VBD
3843,waves,1,NNS
3844,poring,1,VBG
3845,dramatic,1,JJ
3846,bathtub,1,NN
3847,cryin',1,NN
3848,sinking,1,NN
3849,bubbles,1,NNS
3850,backrub,1,VBP
3851,loathe,1,NN
3852,romancing,1,VBG
3853,itself,1,PRP
3854,damned,1,JJ
3855,dancin',1,NN
3856,sla,1,JJ
3857,eyelids,1,NNS
3858,compostable,1,JJ
3859,cups,1,NNS
3860,penny,1,VBP
3861,i-i,1,JJ
3862,boogie,1,NN
3863,stays,1,VBZ
3864,freshless,1,JJ
3865,homestretch,1,NN
3866,luck,1,NN
3867,although,1,IN
3868,wolves,1,NNS
3869,peal,1,VBP
3870,stash,1,JJ
3871,harder,1,NN
3872,dwayne,1,NN
3873,arm,1,NN
3874,rim,1,NN
3875,vince,1,NN
3876,aaliyah,1,JJ
3877,whips,1,VBZ
3878,key-less,1,JJ
3879,compton,1,NN
3880,hah,1,NN
3881,pouch,1,JJ
3882,chances,1,NNS
3883,plain,1,VBP
3884,landing,1,JJ
3885,strip,1,NN
3886,president,1,NN
3887,candidate,1,NN
3888,zimmerman,1,NNP
3889,crisco,1,VBZ
3890,wealthy,1,JJ
3891,controllin',1,NN
3892,tats,1,NNS
3893,veins,1,NNS
3894,bleed,1,VBP
3895,bourbon,1,NN
3896,flows,1,VBZ
3897,dry,1,NN
3898,added,1,VBD
3899,routes,1,NNS
3900,goods,1,NNS
3901,mimosa-sa,1,JJ
3902,phony,1,JJ
3903,"""beat",1,NN
3904,photoshoppin',1,NN
3905,adobe,1,NN
3906,panini,1,NN
3907,hustler,1,NN
3908,howdy,1,NN
3909,headed,1,VBD
3910,add,1,JJ
3911,amount,1,NN
3912,bling,1,VBG
3913,roof,1,JJ
3914,blackanese,1,JJ
3915,louie,1,NN
3916,duffel,1,NN
3917,mulah,1,NN
3918,poochie,1,NN
3919,exclusive,1,JJ
3920,spinnin',1,NN
3921,faithful,1,JJ
3922,showin',1,NN
3923,grateful,1,JJ
3924,danger,1,NN
3925,colossal,1,NN
3926,tropical,1,JJ
3927,impeccable,1,JJ
3928,federal,1,JJ
3929,vegetables,1,NNS
3930,treacherous,1,JJ
3931,tangible,1,JJ
3932,wearin',1,NN
3933,probation,1,NN
3934,revoked,1,VBD
3935,publicity,1,NN
3936,stunt,1,NN
3937,wastin',1,NN
3938,designed,1,VBN
3939,shorties,1,NNS
3940,tie,1,VBP
3941,brother's,1,JJ
3942,petal,1,JJ
3943,mistakin',1,NN
3944,creep,1,JJ
3945,stayin,1,NN
3946,toosie,1,NN
3947,spun,1,VBD
3948,their,1,PRP$
3949,there'll,1,NN
3950,summertime,1,NN
3951,describe,1,NN
3952,afford,1,NN
3953,chubbs'll,1,NN
3954,himself,1,PRP
3955,yolo,1,VBP
3956,guarantee,1,NN
3957,truth'll,1,NN
3958,revealed,1,VBD
3959,gloves,1,NNS
3960,'faction,1,NNP
3961,southside,1,RB
3962,phantom,1,VBZ
3963,debit,1,NN
3964,liquid,1,JJ
3965,aquafina,1,NN
3966,perform,1,NN
3967,thoroughbred,1,VBD
3968,text,1,JJ
3969,coco,1,NN
3970,butterfly,1,NN
3971,four-door,1,JJ
3972,cotton,1,NN
3973,candy,1,NN
3974,kansas,1,NNS
3975,mindin',1,VBP
3976,'fit,1,JJ
3977,iron,1,NN
3978,'nother,1,POS
3979,surfin',1,NN
3980,spillin',1,NN
3981,shittin',1,NN
3982,kilos,1,NN
3983,outer,1,NN
3984,pics,1,NNS
3985,condo,1,VBP
3986,seventeen,1,JJ
3987,adderall,1,JJ
3988,gasoline,1,NN
3989,hatians,1,NNS
3990,pokin’,1,VBP
3991,registration,1,NN
3992,celine,1,NN
3993,doctor,1,NN
3994,actin’,1,NN
3995,microwave,1,VBP
3996,dope,1,NN
3997,promethazian,1,JJ
3998,boost,1,NN
3999,self-esteem,1,JJ
4000,levi,1,NN
4001,ambitious,1,JJ
4002,misfit,1,NN
4003,seven-figure,1,JJ
4004,endorsements,1,NNS
4005,daily,1,JJ
4006,faucet,1,JJ
4007,elastic,1,JJ
4008,basket,1,NN
4009,"""bro",1,NNP
4010,"crazy""",1,NN
4011,"""hell",1,NNP
4012,"yeah""",1,NNP
4013,reportin',1,NN
4014,believin',1,VBD
4015,doot-doot-doot,1,JJ
4016,grammys,1,NN
4017,nominated,1,VBN
4018,jungle,1,NN
4019,conquered,1,VBN
4020,mission,1,NN
4021,chapo,1,NN
4022,vato,1,NN
4023,mil',1,NN
4024,ticket,1,NN
4025,murders,1,NNS
4026,convertibles,1,NNS
4027,ashy,1,VBP
4028,mother,1,NN
4029,sickle,1,NN
4030,suffer,1,VBP
4031,flexed,1,VBN
4032,cartier,1,JJR
4033,bloomer,1,NN
4034,invisible,1,JJ
4035,huggin',1,NN
4036,book,1,NN
4037,eighty,1,NN
4038,rzr,1,NN
4039,swap,1,NN
4040,two-fifty,1,JJ
4041,useless,1,JJ
4042,pole,1,NN
4043,unload,1,JJ
4044,vogue,1,NN
4045,one-stop,1,JJ
4046,choppin',1,NN
4047,shorty,1,NN
4048,perc',1,NN
4049,crêpes,1,NNS
4050,grapes,1,NNS
4051,cashed,1,VBD
4052,babes,1,NNS
4053,'kay,1,POS
4054,cactus,1,NN
4055,tan,1,NN
4056,gs,1,NN
4057,fillin',1,NN
4058,ski,1,JJ
4059,balenciaga,1,NN
4060,runners,1,NNS
4061,anaconda,1,VBP
4062,condom,1,JJ
4063,ganja,1,JJ
4064,drive-bys,1,JJ
4065,caution,1,NN
4066,hawk,1,NN
4067,roddy,1,NN
4068,ricch,1,NN
4069,j's,1,NN
4070,soda,1,NN
4071,motorola,1,NN
4072,backflip,1,NN
4073,berries,1,NNS
4074,wonderful,1,VBP
4075,june,1,NN
4076,washed,1,VBN
4077,muha,1,NN
4078,jock,1,NN
4079,vick,1,NN
4080,sock,1,NN
4081,excuse,1,NN
4082,french,1,JJ
4083,limo,1,NN
4084,tinted,1,VBD
4085,two-tone,1,JJ
4086,slut,1,NN
4087,bye,1,NN
4088,shove,1,VB
4089,courtside,1,JJ
4090,tickets,1,NNS
4091,smellin',1,VBP
4092,wock',1,JJ
4093,ghini,1,NN
4094,varsity,1,NN
4095,detroit,1,JJ
4096,commission,1,NN
4097,flashers,1,NNS
4098,follow,1,VBP
4099,tiger,1,NN
4100,thru,1,NN
4101,pickup,1,NN
4102,'vette,1,POS
4103,dt,1,NN
4104,highball,1,NN
4105,dg,1,NN
4106,papers,1,NNS
4107,marquise,1,VBP
4108,zone,1,CD
4109,friendzone,1,NN
4110,intro,1,NN
4111,tempo,1,NN
4112,'ville,1,CD
4113,eating,1,VBG
4114,fettuccine,1,NN
4115,vincenzo's,1,NN
4116,'migos,1,POS
4117,coast,1,NN
4118,pre-rolls,1,NNS
4119,pre-roll,1,NN
4120,haired,1,VBD
4121,shego,1,JJ
4122,hometown,1,JJ
4123,hero,1,NN
4124,stroke,1,VBD
4125,"throat""",1,NNS
4126,certified,1,VBN
4127,learnin',1,JJ
4128,spending,1,NN
4129,sam's,1,VBD
4130,cha-ching,1,JJ
4131,ma'am,1,NN
4132,cam,1,NN
4133,diss,1,JJ
4134,fan,1,NN
4135,resentment,1,NN
4136,expressions,1,NNS
4137,discouraged,1,VBD
4138,connection,1,NN
4139,stretching,1,VBG
4140,advice,1,NN
4141,reflections,1,NNS
4142,lesson,1,VBP
4143,evolvin',1,RB
4144,depressing,1,VBG
4145,basketball,1,NN
4146,cardinals,1,NNS
4147,cherish,1,JJ
4148,protection,1,NN
4149,career,1,NN
4150,invested,1,VBN
4151,obsession,1,NN
4152,relaxin',1,NN
4153,pg,1,JJ
4154,traction,1,NN
4155,venue,1,NN
4156,accent,1,NN
4157,bb,1,NN
4158,belt,1,NN
4159,unfastened,1,JJ
4160,distraction,1,NN
4161,latin,1,JJ
4162,patent,1,NN
4163,satin,1,NN
4164,tuned,1,VBD
4165,we’re,1,JJ
4166,ni-nights,1,NNS
4167,keeping,1,VBG
4168,blinds,1,NNS
4169,closed,1,VBD
4170,nightfall”,1,RB
4171,uh-na-na,1,JJ
4172,i’mma,1,NN
4173,pongo,1,NN
4174,miedo,1,NN
4175,vivir,1,NN
4176,algo,1,NN
4177,diferente,1,NN
4178,ganas,1,NNS
4179,equivocan,1,JJ
4180,tu,1,NN
4181,lengua,1,RBR
4182,vive,1,JJ
4183,suave,1,NN
4184,salvaje,1,NN
4185,un,1,JJ
4186,gusta,1,NN
4187,esto,1,NN
4188,prohibido,1,NN
4189,dame,1,NN
4190,señal,1,JJ
4191,-chaba',1,NNP
4192,ningún,1,NN
4193,baboso,1,NN
4194,pegue,1,NN
4195,disco,1,NN
4196,prende,1,NN
4197,cuando,1,NN
4198,llegue,1,NN
4199,hombres,1,VBZ
4200,hobby,1,JJ
4201,malcriá',1,NN
4202,nairobi,1,JJ
4203,ve',1,NN
4204,bebiendo,1,NN
4205,botella,1,NN
4206,nene',1,JJ
4207,nena',1,JJ
4208,quieren,1,NNS
4209,má',1,VBP
4210,veinte,1,JJ
4211,enseño,1,FW
4212,cédula,1,NN
4213,ajá,1,NN
4214,del,1,NN
4215,incrédula,1,NN
4216,soltera,1,NN
4217,pusiera,1,NN
4218,moda,1,NN
4219,cree,1,VBP
4220,desde,1,NN
4221,"""amorfoda""",1,NNP
4222,sabe,1,NN
4223,todas,1,NN
4224,trepa,1,JJ
4225,mesa,1,NN
4226,jodan,1,NN
4227,quita,1,JJ
4228,¡no!,1,NNP
4229,fuma,1,NN
4230,bellaquita,1,NN
4231,necesita,1,JJ
4232,por,1,NN
4233,solita,1,NN
4234,amiga,1,NN
4235,problemática,1,NN
4236,otra,1,JJ
4237,casi,1,NN
4238,habla,1,NN
4239,tre',1,NN
4240,una',1,JJ
4241,diabla',1,NN
4242,prr,1,NN
4243,hoy,1,NN
4244,puso,1,NN
4245,minifalda,1,NN
4246,phillie',1,IN
4247,vuitton,1,NN
4248,guarda,1,NN
4249,borracha,1,NN
4250,importa,1,NN
4251,hoo,1,NN
4252,despué',1,NN
4253,doce,1,NN
4254,comporta,1,NN
4255,loco,1,NN
4256,¿pero,1,NNP
4257,cuándo,1,NN
4258,dije,1,NN
4259,eso,1,NN
4260,nunca,1,JJ
4261,picha'o,1,NN
4262,ay,1,NN
4263,dio',1,NN
